id,activity_new,campaign_disc_ele,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_first_activ,date_modif_prod,date_renewal,forecast_base_bill_ele,forecast_base_bill_year,forecast_bill_12m,forecast_cons,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn
ec4ce836d93f38361d1df6fc9fabed55,,,foosdfpfkusacimwkcsosbicdxkicaua,16296,0,0,1/12/2010,1/12/2016,,24/5/2015,3/12/2015,,,,,1596.83,0,0,128.53,0.115237,0.100123,40.606701,f,0,0.72,0.72,1,194.31,5,lxidpiddsbxsbosboudacockeimpuepw,17.321,0
d1e39b34ba0d58c604ec6adadd79c027,duiwascsdupcmdfkspbukuuaklsawmmc,,foosdfpfkusacimwkcsosbicdxkicaua,62043,0,5129,9/2/2011,9/2/2016,,9/2/2011,11/2/2015,,,,,2297.44,1887,0,88.2,0.1169,0.100015,40.606701,f,205.64,49.32,49.32,1,228.89,5,lxidpiddsbxsbosboudacockeimpuepw,32.909,0
935b1b402d76b761bbb34e6e89206c48,ckfxocssowaeipxueikxcmaxdmcduxsa,,foosdfpfkusacimwkcsosbicdxkicaua,36228,0,1654,11/5/2012,11/5/2016,11/5/2012,29/4/2015,14/5/2015,268.88,268.88,3413.66,154.97,2297.35,1654,0,145.39,0.114603,0.098261,40.606701,f,154.97,22.56,22.56,1,317.66,4,lxidpiddsbxsbosboudacockeimpuepw,15.1,1
b808a602c7f436b067521fca7162d624,sfisfxfcocfpcmckuekokxuseixdaoeu,,foosdfpfkusacimwkcsosbicdxkicaua,48402,0,0,14/12/2009,14/1/2017,,1/11/2015,16/12/2015,,,,,4971.69,0,0,16.07,0.158662,0.080016,44.31137796,f,0,29.76,29.76,1,450.9,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
2a3efa216aa571b7e413c99d265884db,,,foosdfpfkusacimwkcsosbicdxkicaua,96238,0,2770,27/5/2010,27/5/2016,,27/5/2010,29/5/2015,,,,,3590.25,0,0,19.36,0.143166,0,44.31137796,f,0,31.2,31.2,1,347.53,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.86,1
329ab7ec7c97eefc3cc58d66671fccbf,,,,88946,0,15655,19/10/2010,19/10/2016,,19/10/2010,20/10/2015,,,,,8738.2,15655,0,135.24,0.114658,0.099545,40.606701,f,1493.73,2.88,2.88,1,926.52,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.1,0
97f1a0a2e7d0ba2ad1e3d1f2b1a13b86,,,foosdfpfkusacimwkcsosbicdxkicaua,13134,0,0,28/5/2012,28/5/2016,,28/5/2012,3/6/2015,,,,,1934.94,0,0,15.35,0.143166,0,44.31137796,f,0,22.95,22.95,1,201.68,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
d08a65d6834c6c8082c6165ca2c53293,fmwdwsxillemwbbwelxsampiuwwpcdcb,,,46671,15538,0,9/1/2004,9/1/2017,,15/12/2015,10/1/2016,,,,,4606.2,0,0,120.4,0.114017,0.097126,40.606701,t,0,20.64,20.64,3,437.79,12,ldkssxwpmemidmecebumciepifcamkci,20.7,0
425accd18e2f2135535c6b990714aef7,xpmaxkfbpsbuliopadcpsolcbdboopbf,,foosdfpfkusacimwkcsosbicdxkicaua,19039,0,1871,2/6/2010,20/11/2016,,20/11/2013,21/11/2015,,,,,1156.99,888,0,29.12,0.146348,0,45.30837756,f,131.18,19.2,19.2,1,112.31,6,lxidpiddsbxsbosboudacockeimpuepw,15,0
ae16a1ae95d9eb515ff89dfb2bbff104,,,foosdfpfkusacimwkcsosbicdxkicaua,4604,0,0,1/9/2009,1/9/2016,,1/9/2009,2/9/2015,,,,,677.48,0,0,15.72,0.144902,0,44.31137796,f,0,12.82,12.82,1,52.13,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
20166671608876afe20f5fa2829425fe,,,,7513,0,0,2/12/2009,2/12/2016,,1/11/2015,3/12/2015,,,,,446.32,0,0,10.53,0.163619,0.084973,45.80687796,f,0,17.9,17.9,1,34.19,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,11.5,0
acbb34f8e45d8638626d71368ffe1d1b,,,,6076,20414,497,11/6/2009,11/6/2016,,11/6/2009,12/6/2015,,,,,534.53,409,0,131.39,0.115174,0.098837,40.606701,t,40,38.04,38.04,2,62.74,7,ldkssxwpmemidmecebumciepifcamkci,24,0
df67eec319fe0c9240d681e24450036c,,,lmkebamcaaclubfxadlmueccxoimlema,7027,1030,0,8/11/2011,8/11/2016,,18/9/2014,9/11/2015,,,,,1040.99,0,0,16.38,0.147506,0,45.30837756,t,0,34.68,34.68,2,102.76,4,ldkssxwpmemidmecebumciepifcamkci,13.856,1
0a87b73bc5dfa50fc0dc20a87bfe25a1,daobdssbkieoukwxbopxiiospudkopwl,,,65431,0,6678,7/1/2005,6/3/2016,,9/3/2015,9/3/2015,,,,,6579.71,6678,0,131.87,0.115173,0.098284,40.606701,f,656.82,19.68,19.68,1,572.88,11,ldkssxwpmemidmecebumciepifcamkci,22,0
f10db0ce10d6fbb33eeb94b3bf0d2d64,,,,125460,0,9035,25/9/2009,22/12/2016,,25/9/2009,23/12/2015,,,,,2075.4,1558,0,131.94,0.115237,0.100123,40.606701,f,144.96,1.86,1.86,1,257.65,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,41.5,0
50ceafa30a2f8e583f94316ba4156a0a,,,foosdfpfkusacimwkcsosbicdxkicaua,61027,0,4844,2/8/2010,9/10/2016,,2/8/2010,11/10/2015,,,,,6037.97,4844,0,129.26,0.112922,0.09781,40.606701,f,469.31,3.28,3.28,1,570.58,5,lxidpiddsbxsbosboudacockeimpuepw,19.72,0
29d1d706f21d73c92c8952099e074e3c,,,foosdfpfkusacimwkcsosbicdxkicaua,39524,0,0,8/9/2012,6/10/2016,8/9/2012,26/8/2015,9/10/2015,0,0,746.59,0,362.19,0,0,14.62,0.141434,0,44.31137796,f,0,7.8,7.8,1,29.21,3,lxidpiddsbxsbosboudacockeimpuepw,10.39,0
29896426c04c677cd2392ddc3ce9ef21,,,foosdfpfkusacimwkcsosbicdxkicaua,32493,0,0,22/6/2010,22/6/2016,22/6/2010,22/6/2010,23/6/2015,0,0,919.02,0,418.47,0,0,17.75,0.144902,0,44.31137796,f,0,21.52,21.52,1,39.56,6,lxidpiddsbxsbosboudacockeimpuepw,13.2,0
9666354038d450218d249e56c4308043,,,,16457,0,3072,8/3/2007,17/1/2017,,8/3/2007,18/1/2016,,,,,0,3072,0,0,0,0,0,f,0,29.64,29.64,1,182.76,9,ldkssxwpmemidmecebumciepifcamkci,19.8,0
2f34eed55ff1002ea7eb4e0805e61aca,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,1024524,0,89139,27/4/2012,27/4/2016,27/4/2012,27/4/2012,28/4/2015,0,0,8534.64,0,7901.24,0,0,18.37,0.142819,0,44.31137796,f,0,25.7,25.7,1,675.63,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
780e553d18f912c549d71f60f6e8e95c,lkeudbeowbapkpfodoxacpwdpaeuwxcx,,foosdfpfkusacimwkcsosbicdxkicaua,16551,0,2156,1/2/2013,11/7/2016,,11/7/2014,12/7/2015,,,,,1352.84,1683,0,131.02,0.11286,0.096521,40.606701,f,163.35,20.17,20.17,1,138.43,3,lxidpiddsbxsbosboudacockeimpuepw,19,0
d9a956d9bfd59aafb44d43c991986adc,,,foosdfpfkusacimwkcsosbicdxkicaua,37046,0,3186,18/2/2012,27/2/2016,18/2/2012,17/12/2015,9/3/2015,194.63,194.63,1089.11,113.13,677.48,604,28,19.4,0.182936,0,47.30237796,f,113.13,36.36,36.36,1,60.63,4,lxidpiddsbxsbosboudacockeimpuepw,10.39,0
01fa5d40e2ff3215f41fd0c40e6d071b,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,295139,0,13307,1/3/2012,1/3/2016,,1/3/2012,6/3/2015,,,,,12941.86,12510,,22.41,,,,f,1089.24,-0.31,-0.31,1,737.81,4,lxidpiddsbxsbosboudacockeimpuepw,15.1,1
6a9317dd0afb69dd0ecbc2fec85dae26,saxlifeumaobawxpemwuopbwwldlucff,,foosdfpfkusacimwkcsosbicdxkicaua,134300,0,14494,4/12/2009,22/5/2016,,22/5/2015,5/1/2015,,,,,3954.79,0,0,117.52,0.109966,0.093629,40.606701,f,0,-2.04,-2.04,1,278.85,6,lxidpiddsbxsbosboudacockeimpuepw,31.5,0
a3e7e51412efec9b47e4a2f12b62aac3,,,,13737,0,3289,7/1/2010,20/12/2016,,1/11/2015,21/12/2015,,,,,1385.45,3289,0,16.36,0.163869,0.085224,44.31137796,f,325.7,3.7,3.7,1,110.17,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
09719f81116327c767d33ffeb7a485da,,,ewpakwlliwisiwduibdlfmalxowmwpci,1895,0,0,25/8/2010,25/8/2016,,25/8/2010,26/8/2015,,,,,284.47,0,0,15.2,0.145711,0,44.31137796,f,0,12.3,12.3,1,30.46,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,0
9177d9ba69317e46eba02faa9392a16f,fmwdwsxillemwbbwelxsampiuwwpcdcb,,foosdfpfkusacimwkcsosbicdxkicaua,55496,0,7083,22/1/2009,20/1/2017,,20/1/2016,26/1/2015,,,,,8205.93,7083,0,16.78,0.136979,0,46.55462196,f,1023.66,25.68,25.68,1,693.59,7,ldkssxwpmemidmecebumciepifcamkci,11.4,0
f063d1028ce3bceb5c05847ce3041e3a,kmxccaddbdpaaolkbidlobeefsbbcxca,,foosdfpfkusacimwkcsosbicdxkicaua,9371,0,1400,3/10/2009,3/10/2016,3/10/2009,3/10/2009,4/10/2015,188.42,188.42,1465.22,143.34,981.74,1400,0,9.44,0.165793,0.088539,44.31137796,f,143.34,7.32,7.32,1,97.44,6,lxidpiddsbxsbosboudacockeimpuepw,11,0
1afa2cb70f4a52318e2f9f5d0fac1fbb,axsupumdipebmlbiwolspmkdouoiddbc,,,9828,0,511,14/4/2004,14/4/2016,,14/4/2004,15/4/2015,,,,,497.94,511,0,131.38,0.115174,0.098837,40.606701,f,50.42,40.38,40.38,1,53.34,12,ldkssxwpmemidmecebumciepifcamkci,19.8,0
9b1fcbc84796997d0371e68214e6cafc,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,1980763,162510,210443,1/3/2012,1/7/2016,,10/4/2015,4/7/2015,,,,,2037.36,3196,0,269.59,0.115491,0.097963,40.728885,t,312.55,-0.12,-0.12,2,161.69,4,lxidpiddsbxsbosboudacockeimpuepw,44,0
2ca574ae4dfe59ac2906a766d0af6690,,,foosdfpfkusacimwkcsosbicdxkicaua,22933,11,5084,12/9/2012,12/9/2016,2/1/2005,8/7/2014,13/9/2015,437.88,437.88,1999.75,315.37,1405.19,2140,0,15.94,0.145711,0,44.31137796,t,315.37,12.77,12.77,2,139.61,3,lxidpiddsbxsbosboudacockeimpuepw,13.164,0
f50c26266c1c2aae8de45aca588ef386,kwuslieomapmswolewpobpplkaooaaew,,lmkebamcaaclubfxadlmueccxoimlema,7967,3566,0,29/7/2010,28/7/2016,,29/7/2010,29/7/2015,,,,,1194.53,0,0,19.9,0.145711,0,44.31137796,t,0,18.62,18.62,2,114.39,6,ldkssxwpmemidmecebumciepifcamkci,13.2,0
0bb50cf999bc89c7688a006e68ec4d96,,,foosdfpfkusacimwkcsosbicdxkicaua,10060,0,895,6/9/2012,17/10/2016,6/9/2012,17/10/2013,18/10/2015,142.83,142.83,1690.92,97.75,1224.12,895,0,11.38,0.161165,0.083909,44.31137796,f,97.75,7.32,7.32,1,95.65,3,lxidpiddsbxsbosboudacockeimpuepw,11,0
34d993f3a16e766780f61f36a9ef22c1,kwuslieomapmswolewpobpplkaooaaew,,foosdfpfkusacimwkcsosbicdxkicaua,-2559,30045,3,2/12/2011,2/12/2016,,2/12/2011,3/12/2015,,,,,-257.71,3,0,129.25,0.116509,0.101397,41.2713642,t,0.23,74.86,74.86,2,0.23,4,lxidpiddsbxsbosboudacockeimpuepw,40,0
c54e89f7f6096d485b2394d097ef00d3,kwuslieomapmswolewpobpplkaooaaew,,,40005,0,3594,14/12/2011,14/12/2016,14/12/2011,14/12/2011,16/12/2015,532.52,532.52,5833.58,362.34,4146.91,3594,0,146.93,0.116509,0.101397,40.606701,f,362.34,1.06,1.06,1,529.57,4,lxidpiddsbxsbosboudacockeimpuepw,24.249,0
aa05eb01e8593054293c2794bd75c3d2,sfisfxfcocfpcmckuekokxuseixdaoeu,,lmkebamcaaclubfxadlmueccxoimlema,28792,67370,2949,22/1/2010,22/1/2017,,22/1/2010,24/1/2016,,,,,2926.1,2949,0,128.89,0.116902,0.100015,40.606701,t,291.16,47.16,47.16,2,312.89,6,lxidpiddsbxsbosboudacockeimpuepw,31.5,0
9417fa1a1dc228a4192a5afa674a6c7b,,,foosdfpfkusacimwkcsosbicdxkicaua,1806,0,162,13/2/2012,27/2/2016,13/2/2012,27/2/2014,9/3/2015,142.47,142.47,1419.18,20.9,233.6,162,22,144.99,0.15441,0.130527,41.1052014,f,20.9,63.96,63.96,1,85.85,4,lxidpiddsbxsbosboudacockeimpuepw,16,0
93054a281164e7ba0eb42ad306b7c15a,kkklcdamwfafdcfwofuscwfwadblfmce,,foosdfpfkusacimwkcsosbicdxkicaua,50706,0,6010,5/6/2012,5/6/2016,5/6/2012,5/6/2012,14/6/2015,0,0,2013.23,0,1513.8,0,0,16.54,0.164057,0.086803,44.31137796,f,0,19.28,19.28,1,119,4,lxidpiddsbxsbosboudacockeimpuepw,13.2,1
d777a1c2e83a9ea26018142f64286cf4,,,usilxuppasemubllopkaafesmlibmsdf,14352,0,1301,29/12/2011,29/12/2016,,1/11/2015,30/12/2015,,,,,2160.93,1301,0,11.35,0.144058,0,44.31137796,f,190.28,3.84,3.84,1,149.74,4,lxidpiddsbxsbosboudacockeimpuepw,14.49,0
8a1635685e64367baeb38e8ab0d64299,bwpaswkpcilmlklklcapcwwumwaodaoo,,lmkebamcaaclubfxadlmueccxoimlema,19711,0,1933,18/6/2012,18/6/2016,,22/5/2015,23/6/2015,,,,,1944.41,1933,0,131,0.115761,0.099419,40.606701,f,190.54,14.32,14.32,1,208.95,4,ldkssxwpmemidmecebumciepifcamkci,15.588,0
7099a5be35c04bf7a55d30bcc68c84a5,,,foosdfpfkusacimwkcsosbicdxkicaua,8001,0,0,1/4/2010,1/4/2016,,9/3/2015,2/4/2015,,,,,694.41,0,0,16.01,0.163483,0.085584,44.31137796,f,0,21.48,21.48,1,99.59,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
e627dc6c6bc01364f1092278cc640b96,,,foosdfpfkusacimwkcsosbicdxkicaua,11611,0,1450,13/11/2009,13/11/2016,,13/11/2009,18/11/2015,,,,,593.71,1450,0,16.19,0.167086,0.088444,45.80687796,f,159.81,17.13,17.13,2,53.09,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
994244c5fdf486eed3b17656521f98c2,uiouuawillpcssldoeemcddcpfseebsw,,,51,0,0,24/8/2009,24/8/2016,,24/8/2009,25/8/2015,,,,,7.52,0,0,65.55,0.144902,0,44.31137796,f,0,13.08,13.08,1,0.58,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,11,1
8d118608a01c895fb59892d9d161c303,sfisfxfcocfpcmckuekokxuseixdaoeu,,ewpakwlliwisiwduibdlfmalxowmwpci,15463,0,1472,9/2/2010,9/2/2016,,9/2/2010,11/2/2015,,,,,1531.98,1472,0,132.15,0.1169,0.100015,40.606701,f,144.14,29.64,29.64,1,177.4,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.8,0
bc2a4a55267f560b4bf31a2de1ad520b,,,ewpakwlliwisiwduibdlfmalxowmwpci,29868,1592,2502,8/2/2012,7/2/2016,,10/7/2015,9/2/2015,,,,,2996.73,2502,0,129.25,0.1169,0.100015,40.606701,t,243.04,22.44,22.44,2,327.1,4,lxidpiddsbxsbosboudacockeimpuepw,15.001,0
4c037f48839b2d3a5fd4729a6e2513a5,sfisfxfcocfpcmckuekokxuseixdaoeu,,,5444,0,311,31/1/2011,31/1/2016,,31/1/2011,9/2/2015,,,,,371.74,311,0,131.74,0.120372,0.103487,40.606701,f,32.1,69.24,69.24,1,44.01,5,ldkssxwpmemidmecebumciepifcamkci,27.71,0
cd4c08c5cadb16861f971aba1e561d40,,,,34277,0,4640,8/9/2009,8/9/2016,,12/7/2015,9/9/2015,,,,,3862.26,4599,0,17.45,0.159432,0.082175,44.31137796,f,506.75,11.42,11.42,1,218.24,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
522a084591b99496efb6d8f421aae11b,,,foosdfpfkusacimwkcsosbicdxkicaua,5923,0,0,19/2/2010,19/2/2016,,14/9/2015,20/2/2015,,,,,532.35,0,0,42.47,0.164637,0.086741,44.31137796,f,0,26.04,26.04,1,56.24,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
d1a09426f9cc816d2852a0336b33eb4f,,,foosdfpfkusacimwkcsosbicdxkicaua,5912,0,1266,17/2/2012,26/2/2016,,14/8/2015,27/2/2015,,,,,627.21,1266,22,129.25,0.15441,0.130527,41.1052014,f,130.62,60,60,1,63.61,4,lxidpiddsbxsbosboudacockeimpuepw,15.001,0
8c26b63a58eac10ef00918a2fa4df800,,,,2207,0,0,4/2/2010,4/2/2016,,15/12/2015,5/2/2015,,,,,330.48,0,0,19.54,0.14612,0,44.31137796,f,0,33.12,33.12,1,34.25,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
c4532f251155c6eb166332dc6dab2fa3,,,foosdfpfkusacimwkcsosbicdxkicaua,7396,0,0,4/9/2009,4/9/2016,,4/9/2009,5/9/2015,,,,,782.76,0,0,17.5,0.165793,0.088539,44.31137796,f,0,10.08,10.08,1,71.46,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
47d3787ea994e938f5f3bea62c4520f2,,,,10445,0,432,3/12/2009,3/12/2016,,24/5/2015,4/12/2015,,,,,1082.16,432,0,132.15,0.115237,0.100123,40.9390266,f,42.8,22.1,22.1,1,123.68,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,23.1,0
9f56ba0b41f4413b282ac372e3a88192,,,foosdfpfkusacimwkcsosbicdxkicaua,21665,0,1205,4/2/2010,24/2/2016,,4/2/2010,25/2/2015,,,,,2185.56,1205,0,120.44,0.1169,0.100015,40.606701,f,122.21,25.8,25.8,1,286.03,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,0
13900ce88c844ffa2d0305f657209358,sfisfxfcocfpcmckuekokxuseixdaoeu,,,21129,0,0,7/5/2004,7/5/2016,,7/5/2004,12/5/2015,,,,,2134.75,0,0,121.13,0.115174,0.098837,40.606701,f,0,22.53,22.53,1,259.68,12,ldkssxwpmemidmecebumciepifcamkci,21.24,0
cf26b21f06cabbd3f8cdf09c2c8ee5c2,,,ewpakwlliwisiwduibdlfmalxowmwpci,13092,0,0,1/12/2011,30/11/2016,,18/9/2015,1/12/2015,,,,,1278.99,0,0,16.18,0.162133,0.083488,44.31137796,f,0,6.45,6.45,1,88.06,4,ldkssxwpmemidmecebumciepifcamkci,13.856,0
555d486505f94999a1897046a40d70f1,,,usilxuppasemubllopkaafesmlibmsdf,9493,0,356,26/9/2011,26/9/2016,,12/7/2015,27/9/2015,,,,,504.25,356,,17.49,,,,f,51.1,26.04,26.04,1,62.67,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,1
db8d11881369c4be4c811f8dba562845,,,,24640,0,1487,1/7/2008,31/12/2016,,1/7/2008,1/1/2016,,,,,0,0,0,208.41,0.092453,0.086393,59.17346796,f,0,0.36,0.36,1,0,8,ldkssxwpmemidmecebumciepifcamkci,180,0
16af5c5dbe0413f6a2075dee8834eef1,,,usilxuppasemubllopkaafesmlibmsdf,82696,0,5801,28/1/2013,28/1/2016,,28/1/2013,30/1/2015,,,,,483.52,0,0,15.46,0.273963,0,59.26637796,f,0,198.12,198.12,1,282.22,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
74e90146a7038b813d2f4f602c91deea,,,foosdfpfkusacimwkcsosbicdxkicaua,12689,0,0,21/10/2010,21/10/2016,,21/10/2010,23/10/2015,,,,,544.48,0,0,18.46,0.147506,0,46.30537836,f,0,31.16,31.16,1,53.18,5,lxidpiddsbxsbosboudacockeimpuepw,15,0
a37fe24baf99add78bacd0e654318c78,,,foosdfpfkusacimwkcsosbicdxkicaua,20190,0,4807,3/11/2009,3/11/2016,,18/9/2015,4/11/2015,,,,,1273.57,4807,0,16.29,0.164448,0.085803,44.31137796,f,427.83,6.45,6.45,1,108.72,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
d789ff1f12e3a2a4b8d4decd5414c032,cwofmuicebbcmiaaxufmfimpowpacobu,,ewpakwlliwisiwduibdlfmalxowmwpci,25066,150864,228,11/6/2010,11/6/2016,,11/6/2010,23/6/2015,,,,,897.27,0,0,16.15,0.145711,0,44.31137796,t,0,22.52,22.52,2,89.67,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
28cb8ee15b08bdacf53618e9371f3076,ilkfsaapsxpkcpswbllddfmpamwelpxi,,,288717,333008,16517,2/12/2005,30/12/2016,,2/12/2005,31/12/2015,,,,,25185.32,16517,,356.45,,,,t,1419.9,0.36,0.36,2,1499.43,10,ldkssxwpmemidmecebumciepifcamkci,175,0
730a97840bd89d1ea2703d48cd9273a6,fkmblacmaapkaoauabpwpuweokkeiali,,foosdfpfkusacimwkcsosbicdxkicaua,1414,0,0,6/10/2011,13/8/2016,,1/4/2014,16/8/2015,,,,,214.08,0,0,13.15,0.146694,0,44.31137796,f,0,79.16,79.16,1,21.54,4,lxidpiddsbxsbosboudacockeimpuepw,34.641,0
a2649acac36faf02b8e654546456eb2b,ckfxocssowaeipxueikxcmaxdmcduxsa,,foosdfpfkusacimwkcsosbicdxkicaua,15102,0,543,16/12/2009,16/12/2016,,17/11/2015,17/12/2015,,,,,1569.25,543,0,132.52,0.111774,0.096655,40.606701,f,51.99,0.8,0.8,1,137.75,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,0
f9cea582da9471aa094501d89506bf8f,,,,13655,0,2753,16/3/2007,3/1/2017,16/3/2007,16/11/2015,4/1/2016,0,0,0,0,0,2753,0,0,0.0006,0,0,f,0,34.8,34.8,1,141.68,9,lxidpiddsbxsbosboudacockeimpuepw,13.9,0
bfa9d64a9b81259af3238acef5ede2c4,,,lmkebamcaaclubfxadlmueccxoimlema,2661,0,0,29/3/2011,29/3/2016,,29/3/2011,30/3/2015,,,,,399.39,0,0,15.98,0.145884,0,44.31137796,f,0,31.64,31.64,1,38.6,5,ldkssxwpmemidmecebumciepifcamkci,13.856,0
9852f7d3f07ad39551bc40c10af86f0c,ckfxocssowaeipxueikxcmaxdmcduxsa,,foosdfpfkusacimwkcsosbicdxkicaua,15858,78089,0,1/11/2011,1/11/2016,1/11/2011,27/6/2014,2/11/2015,0,0,2890.72,0,2363.68,0,0,19.41,0.145789,0,44.31137796,t,0,6.45,6.45,2,214.81,4,lxidpiddsbxsbosboudacockeimpuepw,13.85,0
8482ed98a350c8ce28f1da7b1307a88f,,,lmkebamcaaclubfxadlmueccxoimlema,9781,0,-1124,13/1/2010,19/1/2017,,18/11/2015,20/1/2016,,,,,1022.01,-1124,0,0,0.157988,0.080089,44.31137796,f,-155.9,23.4,23.4,1,104.92,6,lxidpiddsbxsbosboudacockeimpuepw,10.392,0
83bb1a6b46270e27e896533a80a5994c,,,usilxuppasemubllopkaafesmlibmsdf,7003,1359,602,28/11/2011,2/5/2016,,13/5/2014,3/5/2015,,,,,1019.12,602,0,14.41,0.142065,0,44.31137796,t,86.34,19.2,19.2,2,99.49,4,lxidpiddsbxsbosboudacockeimpuepw,10.392,0
e6eb012ed11854717e1dd1c709e29751,,,foosdfpfkusacimwkcsosbicdxkicaua,3713,0,347,3/1/2012,20/5/2016,,20/5/2014,23/5/2015,,,,,705.07,347,22,16.28,0.186188,0,45.80687796,f,65.22,43.66,43.66,1,262.64,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
5b3b719d7b18c8c57ce53685b1ca2bdc,,,foosdfpfkusacimwkcsosbicdxkicaua,20937,0,0,9/4/2012,17/7/2016,,17/7/2015,13/7/2014,,,,,3139.11,0,0,18.37,0.138305,0,44.31137796,f,0,16.59,16.59,1,210.42,4,lxidpiddsbxsbosboudacockeimpuepw,13.15,0
413691b5277160113cf552eeb35ce93d,bapcuxcousodpaabofsesslupodaapcx,,,108188,228105,-91386,14/11/2009,14/11/2016,,24/5/2015,15/11/2015,,,,,7931.12,3539,0,142.24,0.115237,0.100123,40.606701,t,357.07,9.93,9.93,3,387.24,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,52.5,0
b8bd768b39a85f95b89332ea63a26b6a,ffmciapbdkcwwiwpuakakmiexskcmxfc,,foosdfpfkusacimwkcsosbicdxkicaua,4614,0,0,7/9/2009,7/9/2016,,7/9/2009,8/9/2015,,,,,686.27,0,0,16.17,0.144902,0,44.31137796,f,0,10.08,10.08,1,59.29,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
fa607686025861a7600685b84314511f,,,foosdfpfkusacimwkcsosbicdxkicaua,2194,7004,0,14/5/2012,14/5/2016,,23/4/2014,22/5/2015,,,,,327.94,0,0,18.61,0.145711,0,44.31137796,t,0,21.15,21.15,3,32.41,4,lxidpiddsbxsbosboudacockeimpuepw,11.43,0
01cef6147de938c6c984b4ec406a5ef2,apdekpcbwosbxepsfxclislboipuxpop,,lmkebamcaaclubfxadlmueccxoimlema,351441,0,79727,1/12/2010,1/12/2016,,1/12/2010,2/12/2015,,,,,3393.86,3031,0,131.76,0.115237,0.100123,40.606701,f,304.68,0.84,0.84,1,394.52,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.8,0
8ec354ef0198688543ac9b41bd85e0b8,,,,5483,0,0,26/5/2010,26/5/2016,,26/5/2010,29/5/2015,,,,,823.51,0,0,6.53,0.145711,0,44.31137796,f,0,20.34,20.34,1,80.97,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,11,0
c2faf63c7c59547b686a0c81fc3b6f2d,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,997174,576783,68727,9/9/2011,31/12/2016,,9/9/2011,1/1/2016,,,,,-10.09,0,0,129.6,0.115491,0.097963,40.728885,t,0,-0.12,-0.12,2,3.18,4,lxidpiddsbxsbosboudacockeimpuepw,40,0
2bead7b9b7ad36ed0dda7411527a0cf0,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,1047446,0,115623,25/5/2011,25/5/2016,25/5/2011,25/5/2011,31/5/2015,633.94,633.94,7273.31,421.31,4989.89,4342,0,144.6,0.115174,0.098837,40.606701,f,421.31,35.04,35.04,1,541.74,5,lxidpiddsbxsbosboudacockeimpuepw,33,0
b8530e60a5ce15e64108b2fd052b4bf2,apdekpcbwosbxepsfxclislboipuxpop,,foosdfpfkusacimwkcsosbicdxkicaua,3926060,1959386,469210,18/4/2012,18/4/2016,18/4/2012,18/4/2012,19/4/2015,538.7,538.7,5980.66,357.89,4192.31,3640,0,145.62,0.11691,0.100572,40.606701,t,357.89,30.18,30.18,2,514.02,4,lxidpiddsbxsbosboudacockeimpuepw,25,0
