cons_last_month,has_gas,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,duration,churn
911,0,14.64,14.64,1,77.59,4,10.392000000000001,1477.0,0
0,0,26.73,26.73,1,45.19,4,13.2,1827.0,0
205,0,34.68,34.68,1,25.76,4,13.856,1647.0,1
0,1,3.7,3.7,2,408.31,4,13.856,1827.0,0
0,0,21.38,21.38,2,99.06,5,10.35,1827.0,0
0,0,26.04,26.04,1,76.64,6,10.392000000000001,2223.0,1
0,0,21.48,21.48,1,23.35,6,10.392000000000001,2484.0,1
7635,1,28.6,28.6,2,31.95,3,13.856,1096.0,0
0,0,15.78,15.78,1,80.94,4,13.856,1827.0,0
0,0,24.42,24.42,1,130.76,5,13.2,1827.0,0
1659,0,37.56,37.56,1,128.42,6,15.0,2249.0,1
0,0,34.68,34.68,1,148.73,4,13.856,1827.0,0
0,0,-0.2,-0.2,1,305.5,4,13.856,1461.0,0
2056,1,4.77,4.77,2,412.55,3,25.0,1461.0,0
0,0,15.12,15.12,1,78.59,6,13.2,2557.0,0
2347,0,20.95,20.95,1,257.66,5,43.648,2192.0,0
1103,1,18.12,18.12,3,64.81,4,10.392000000000001,1827.0,1
0,0,34.68,34.68,1,64.23,6,13.856,2191.0,0
289924,1,79.8,79.8,2,479.65,4,80.0,1461.0,0
49,0,29.73,29.73,2,106.73,6,13.8,2605.0,0
0,0,23.4,23.4,1,205.26,5,10.392000000000001,2192.0,0
2761,1,2.82,2.82,2,290.05,6,15.001,2557.0,0
0,0,36.48,36.48,1,56.13,4,10.392000000000001,1471.0,0
42601,0,0.0,0.0,1,600.91,7,24.0,2700.0,0
5498,0,1.53,1.53,1,695.15,3,23.1,1461.0,0
0,1,32.76,32.76,3,87.75,3,10.392000000000001,1461.0,0
0,0,19.28,19.28,1,183.29,5,13.2,1827.0,0
1206,0,25.18,25.18,1,136.08,4,11.0,1461.0,1
339,0,53.32,53.32,1,67.39,3,40.0,1461.0,0
0,0,10.08,10.08,1,43.62,3,10.39,1490.0,0
24,0,18.72,18.72,1,84.76,6,13.2,2557.0,0
830,0,37.68,37.68,1,95.58,6,15.1,2220.0,0
0,0,10.08,10.08,1,59.79,6,10.392000000000001,2518.0,0
0,0,20.36,20.36,1,39.13,5,12.5,1827.0,0
0,0,7.8,7.8,1,46.86,6,10.392000000000001,2557.0,0
85549,0,0.12,0.12,1,623.17,8,60.0,2973.0,0
127181,1,18.62,18.62,2,36.23,6,13.2,2192.0,0
102375,0,25.68,25.68,1,1496.93,4,11.4,1461.0,0
846,0,46.2,46.2,2,183.78,5,23.1,1826.0,0
18600,1,5.64,5.64,3,207.97,6,30.0,2557.0,0
0,0,23.66,23.66,1,83.47,4,11.43,1461.0,0
48288,0,-0.12,-0.12,1,83.79,4,43.648,1607.0,0
0,0,27.32,27.32,1,122.19,6,13.2,2192.0,0
5811,1,10.08,10.08,2,25.25,3,10.392000000000001,1480.0,0
0,0,16.44,16.44,1,44.69,4,13.856,1827.0,0
0,1,16.92,16.92,2,113.47,6,13.2,2557.0,0
0,0,27.32,27.32,1,48.27,6,13.2,2192.0,0
1601,0,30.0,30.0,1,220.56,4,20.0,1827.0,1
530,1,19.11,19.11,2,79.45,6,10.35,2192.0,0
437,0,22.31,22.31,1,77.18,3,16.5,1096.0,0
579,1,10.36,10.36,3,72.1,10,13.85,4018.0,0
0,1,20.43,20.43,2,28.54,4,15.1,1827.0,0
0,0,24.33,24.33,1,36.02,4,13.164000000000001,1461.0,0
1740,0,21.96,21.96,1,115.71,6,16.5,2557.0,0
0,0,3.9,3.9,1,149.99,5,10.392000000000001,2187.0,0
181766,1,24.52,24.52,2,818.26,6,13.2,2192.0,0
3724,0,17.23,17.23,1,142.64,6,25.0,2557.0,0
218019,0,16.66,16.66,1,740.76,6,13.2,2192.0,0
511,0,7.8,7.8,1,36.12,6,10.392000000000001,2557.0,0
553,1,23.1,23.1,3,53.41,4,12.5,1488.0,0
1441,0,13.04,13.04,1,53.22,6,10.392000000000001,2641.0,0
18909,0,0.0,0.0,1,706.28,3,26.4,1095.0,0
6601,0,7.92,7.92,1,387.04,4,16.5,1827.0,0
1340,1,27.3,27.3,2,211.35,3,43.648,1461.0,0
4756,0,0.0,0.0,1,0.0,7,17.320999999999998,2993.0,1
950,0,-1.82,-1.82,1,70.64,7,9.9,2922.0,0
0,0,17.82,17.82,1,46.72,5,15.0,2192.0,0
9435,0,19.2,19.2,1,484.89,3,13.164000000000001,1096.0,0
0,0,18.08,18.08,1,60.19,4,10.35,1827.0,1
0,0,6.42,6.42,1,168.87,4,13.8,1827.0,0
0,0,28.6,28.6,1,25.78,6,13.856,2192.0,0
0,0,6.06,6.06,1,6.92,3,11.42,1478.0,0
70961,0,-2.72,-2.72,1,459.82,6,16.5,2307.0,0
3067,1,9.92,9.92,2,79.26,3,13.2,1461.0,0
0,0,19.2,19.2,1,23.75,4,10.392000000000001,1821.0,0
0,0,10.03,10.03,2,10.39,4,10.35,1827.0,0
9197,0,0.24,0.24,1,570.05,4,150.0,1461.0,1
1181,0,30.98,30.98,1,129.74,4,15.0,1426.0,0
1250,0,19.92,19.92,1,305.9,11,16.5,4018.0,0
386468,1,31.08,31.08,2,501.79,4,20.785,1461.0,0
780,0,40.41,40.41,1,73.39,6,45.0,2559.0,0
12445,0,0.12,0.12,1,41.37,5,13.5,1827.0,0
2172,0,23.88,23.88,1,309.34,4,19.8,1380.0,0
35441,0,-0.24,-0.24,1,1301.37,11,116.71,4050.0,0
969,0,14.57,14.57,1,32.55,6,10.35,2192.0,0
0,0,9.92,9.92,1,23.29,3,13.2,1293.0,1
1122,0,14.44,14.44,1,137.91,4,13.15,1827.0,0
172,0,21.64,21.64,1,16.07,3,10.392000000000001,1461.0,0
0,0,31.2,31.2,1,358.47,9,13.856,3603.0,0
945,0,16.62,16.62,1,83.57,4,13.2,1827.0,0
507598,1,19.14,19.14,2,609.35,6,18.0,2192.0,0
2838,0,42.92,42.92,1,171.96,3,26.4,1096.0,0
2283,0,10.4,10.4,1,343.52,4,31.05,1827.0,0
0,0,13.4,13.4,1,77.6,6,13.856,2557.0,0
7833,0,41.88,41.88,1,95.28,5,23.1,1827.0,1
6518,0,38.4,38.4,1,62.3,3,24.24,1096.0,0
0,0,11.84,11.84,1,87.97,4,10.392000000000001,1827.0,0
0,0,21.64,21.64,1,6.96,12,10.392000000000001,4521.0,0
75708,0,67.98,67.98,1,857.01,6,99.0,2192.0,0
1289,0,5.76,5.76,1,220.29,3,17.32,1461.0,0
32218,0,-3.9,-3.9,1,412.08,15,15.0,5800.0,0
2698,0,13.8,13.8,1,217.8,3,15.1,1096.0,0
0,0,14.64,14.64,1,39.67,4,10.392000000000001,1473.0,0
0,0,32.18,32.18,1,140.18,4,19.8,1461.0,1
2645,0,27.0,27.0,1,337.51,6,18.0,2191.0,0
4787,1,8.11,8.11,2,716.57,4,30.0,1827.0,1
0,0,30.37,30.37,1,13.03,9,13.2,3165.0,0
66423,0,23.4,23.4,1,336.61,6,10.392000000000001,2133.0,0
0,0,23.76,23.76,1,57.15,4,10.39,1528.0,1
0,1,19.28,19.28,2,168.14,6,10.392000000000001,2191.0,0
1033,0,22.96,22.96,1,88.98,4,13.15,1827.0,0
361,0,-0.78,-0.78,1,46.13,8,9.9,2872.0,0
9382,0,10.98,10.98,1,148.69,5,10.35,2192.0,0
0,0,8.28,8.28,1,437.74,4,17.320999999999998,1797.0,0
1370,1,6.6,6.6,3,173.97,6,19.8,2334.0,0
287,0,12.72,12.72,1,34.53,4,13.15,1827.0,0
17,0,7.8,7.8,1,0.03,4,10.392000000000001,1555.0,0
0,0,4.86,4.86,1,87.1,6,10.392000000000001,2557.0,0
865,0,99.96,99.96,1,91.72,4,40.0,1460.0,1
0,0,31.2,31.2,1,184.47,6,13.856,2557.0,0
673,0,12.36,12.36,1,16.62,6,10.392000000000001,2303.0,0
1315,0,2.8,2.8,1,389.05,4,10.392000000000001,1827.0,0
0,0,17.67,17.67,1,105.95,4,13.85,1827.0,0
0,1,24.84,24.84,3,199.48,4,11.0,1827.0,0
18629,0,-9.89,-9.89,1,511.15,10,55.0,3999.0,0
7633,1,-4.67,-4.67,3,700.16,4,45.0,1461.0,0
5498,0,-6.74,-6.74,1,712.39,8,37.65,3020.0,0
7597,0,11.56,11.56,1,694.07,11,19.8,4018.0,0
928,0,26.08,26.08,2,101.38,6,16.5,2192.0,0
2139,0,25.72,25.72,1,186.22,4,12.5,1461.0,0
850,0,31.32,31.32,1,77.54,6,12.5,2557.0,0
0,0,0.12,0.12,1,0.0,7,60.0,2846.0,0
757,0,10.36,10.36,1,8.85,6,13.85,2321.0,0
237044,0,24.0,24.0,1,176.85,6,14.5,2192.0,0
0,0,24.42,24.42,1,30.69,5,13.2,1827.0,0
97730,0,11.82,11.82,1,92.42,3,10.35,1461.0,1
0,1,33.12,33.12,3,82.02,6,13.2,2191.0,0
110,0,43.32,43.32,1,15.82,5,17.320999999999998,1823.0,1
0,0,2.8,2.8,1,134.87,5,10.392000000000001,2192.0,0
126488,1,50.12,50.12,2,861.02,4,86.0,1461.0,0
960,0,23.36,23.36,1,70.26,5,15.0,2192.0,0
0,0,17.13,17.13,1,24.98,4,10.392000000000001,1827.0,0
0,0,21.52,21.52,1,83.04,5,13.2,1926.0,0
51900,0,69.72,69.72,1,0.0,3,27.9,1461.0,1
0,0,22.96,22.96,1,60.86,3,13.15,1461.0,0
745,0,15.72,15.72,1,60.5,4,13.2,1827.0,0
2105,0,6.92,6.92,1,224.8,4,20.785,1826.0,0
218619,0,15.08,15.08,1,393.29,5,10.35,1827.0,0
2370,0,29.64,29.64,1,185.89,4,19.8,1827.0,0
0,0,22.89,22.89,1,62.56,5,13.856,2165.0,0
0,0,14.04,14.04,1,196.88,6,13.2,2557.0,0
0,0,27.52,27.52,1,29.57,4,13.943,1827.0,0
0,0,27.48,27.48,1,62.14,6,16.5,2557.0,0
7167,1,-0.64,-0.64,2,852.49,5,17.25,2192.0,0
106161,0,15.08,15.08,1,234.78,6,10.35,2192.0,0
8289,0,10.22,10.22,1,363.96,6,21.3,2557.0,0
0,0,9.92,9.92,1,37.48,6,13.2,2557.0,0
17336,0,2.19,2.19,1,729.3,3,34.0,1460.0,0
0,0,16.44,16.44,1,47.34,6,13.856,2557.0,0
948,0,21.09,21.09,1,29.45,5,10.392000000000001,2192.0,0
0,1,11.08,11.08,2,56.16,6,14.8,2557.0,0
2398,1,25.92,25.92,2,310.54,6,17.320999999999998,2191.0,0
7190,0,0.12,0.12,1,902.98,3,47.0,1378.0,0
3791,0,10.98,10.98,1,134.81,6,10.35,2557.0,0
928,0,13.26,13.26,1,91.3,3,10.392000000000001,1461.0,0
0,0,33.12,33.12,1,2.99,4,13.2,1537.0,0
297614,1,-7.97,-7.97,2,1003.07,11,77.0,4009.0,0
0,0,0.0,0.0,1,0.0,7,30.0,2719.0,0
4940,0,17.55,17.55,1,186.11,9,10.392000000000001,3315.0,0
37383,0,-9.44,-9.44,1,2154.58,4,220.0,1617.0,0
0,0,18.62,18.62,1,79.45,4,13.2,1461.0,0
832,1,23.64,23.64,2,177.61,6,15.78,2191.0,0
0,0,27.14,27.14,1,174.22,4,13.2,1461.0,0
582,0,30.9,30.9,2,34.77,4,10.392000000000001,1499.0,0
7,0,12.82,12.82,1,0.07,5,13.2,2192.0,0
13953,0,1.0,1.0,1,534.35,5,22.0,2192.0,0
61,0,32.02,32.02,1,46.89,7,13.2,2432.0,0
831,1,29.42,29.42,3,124.61,4,27.713,1461.0,0
113068,0,7.8,7.8,1,37.48,4,10.39,1641.0,0
38,1,7.92,7.92,3,251.38,6,16.5,2235.0,0
0,0,19.56,19.56,1,116.57,5,13.856,2192.0,0
0,0,34.68,34.68,1,5.05,3,13.856,1349.0,0
0,0,0.12,0.12,1,0.0,8,45.0,3105.0,0
0,0,14.22,14.22,1,78.22,4,12.5,1827.0,0
1157,0,27.29,27.29,1,172.32,7,13.2,2466.0,0
0,1,26.73,26.73,3,26.75,4,13.2,1827.0,0
1222,0,30.0,30.0,1,20.12,4,15.01,1827.0,0
234,0,32.28,32.28,1,27.67,6,17.25,2557.0,0
12630,0,26.88,26.88,1,285.29,5,14.5,1827.0,0
6725,0,15.12,15.12,2,456.18,11,16.5,4018.0,1
106161,0,55.98,55.98,1,153.4,6,34.5,2192.0,0
0,0,-0.99,-0.99,1,327.89,3,10.392000000000001,1461.0,0
4095,0,21.9,21.9,1,168.96,6,13.2,2192.0,0
2398,0,-0.63,-0.63,1,40.03,8,8.05,2861.0,0
0,0,62.43,62.43,1,73.81,3,40.0,1461.0,0
109,1,49.92,49.92,3,73.74,4,20.0,1827.0,1
0,0,11.95,11.95,1,186.87,3,13.85,1461.0,0
443297,0,73.36,73.36,1,198.66,3,80.0,1096.0,0
0,0,12.36,12.36,1,5.97,5,10.392000000000001,2192.0,1
585,0,8.96,8.96,1,46.08,4,12.0,1827.0,0
0,1,5.94,5.94,2,532.91,6,31.5,2618.0,0
1703,0,22.52,22.52,1,94.81,3,13.856,1096.0,0
760727,1,-0.2,-0.2,32,62.22,6,13.856,2192.0,0
33,0,28.72,28.72,1,7.01,6,13.8,2556.0,0
760727,1,-0.36,-0.36,32,41.87,6,13.856,2192.0,0
2706,1,16.56,16.56,2,307.62,6,26.4,2557.0,0
0,0,33.12,33.12,1,107.56,6,13.2,2557.0,0
0,0,14.64,14.64,1,28.07,6,10.392000000000001,2192.0,0
62221,0,-10.32,-10.32,1,1547.6,11,82.5,4383.0,0
4196,1,65.64,65.64,2,56.69,4,26.3,1687.0,0
0,0,14.03,14.03,1,33.24,6,14.5,2557.0,0
2172,1,15.12,15.12,2,130.62,5,17.32,2192.0,0
3906,0,20.76,20.76,1,488.8,5,20.785,1723.0,0
8617,0,79.8,79.8,1,1010.48,6,80.0,2191.0,0
262,0,29.56,29.56,1,31.43,6,15.0,2557.0,0
9902,0,-3.0,-3.0,1,535.44,3,40.0,1096.0,0
0,1,13.68,13.68,2,32.3,5,11.5,2192.0,0
270,0,26.04,26.04,1,23.75,7,10.392000000000001,2557.0,1
2482,0,16.44,16.44,2,73.71,4,13.85,1827.0,0
3513,0,-6.4,-6.4,1,366.13,5,31.0,2191.0,0
39444,0,27.32,27.32,1,3.09,6,13.2,2373.0,0
29391,1,-9.88,-9.88,2,1193.03,4,60.0,1577.0,0
181187,1,28.56,28.56,2,102.32,6,11.4,2550.0,0
0,0,20.52,20.52,1,63.76,6,13.2,2557.0,0
0,0,26.04,26.04,1,138.22,7,10.392000000000001,2556.0,0
4940,0,14.7,14.7,1,174.82,5,13.856,2192.0,0
0,0,9.92,9.92,1,33.4,6,13.2,2557.0,0
0,1,28.8,28.8,2,28.3,6,11.5,2557.0,0
410,0,31.64,31.64,1,22.42,6,13.856,2239.0,0
1527,0,25.92,25.92,1,238.43,3,17.320999999999998,1461.0,0
334,0,18.62,18.62,1,36.28,7,13.2,2557.0,1
524,0,17.82,17.82,1,40.35,5,15.0,2192.0,0
1167,1,29.04,29.04,2,45.07,6,15.0,2425.0,1
0,0,44.88,44.88,1,435.29,5,30.0,1857.0,1
1304,1,37.63,37.63,2,178.84,5,20.785,1827.0,0
573,0,24.0,24.0,1,189.88,5,14.49,1827.0,0
330,0,14.64,14.64,1,36.4,4,10.392000000000001,1461.0,0
0,1,0.12,0.12,2,0.0,8,60.0,3105.0,0
2642,0,49.93,49.93,1,107.78,6,22.0,2192.0,0
1554,0,87.45,87.45,2,68.03,3,26.4,1355.0,0
20322,1,15.84,15.84,2,419.55,6,33.0,2557.0,0
4538,0,33.62,33.62,1,501.43,6,70.0,2557.0,0
3297,0,8.8,8.8,1,101.48,6,13.2,2557.0,0
560,1,12.36,12.36,2,29.47,6,10.392000000000001,2557.0,1
1289,0,44.91,44.91,1,42.27,3,19.8,1096.0,0
477,0,23.76,23.76,2,44.87,3,10.392000000000001,1096.0,0
0,0,0.12,0.12,1,0.0,8,55.0,3105.0,0
6198,0,15.2,15.2,1,164.86,5,13.856,2192.0,1
226701,1,0.0,0.0,3,369.05,5,10.392000000000001,2031.0,0
0,0,21.11,21.11,3,61.9,4,15.0,1461.0,0
32218,0,19.2,19.2,1,6.91,6,10.392000000000001,2192.0,0
479030,1,4.86,4.86,2,187.15,5,10.392000000000001,2192.0,0
136,0,19.48,19.48,1,25.35,4,13.856,1461.0,0
2152,0,23.4,23.4,1,108.0,6,10.392000000000001,2191.0,0
0,0,22.95,22.95,1,211.21,6,13.856,2192.0,0
0,1,10.03,10.03,3,75.72,4,10.35,1827.0,0
0,1,13.08,13.08,3,62.8,6,11.0,2557.0,0
1,0,34.68,34.68,1,0.49,6,13.856,2557.0,0
0,0,23.76,23.76,1,128.28,6,10.392000000000001,2192.0,0
0,0,26.04,26.04,1,41.07,5,10.392000000000001,1826.0,0
5432,1,40.76,40.76,2,189.42,4,20.0,1945.0,0
4121,0,17.22,17.22,1,257.66,6,10.392000000000001,2487.0,0
0,0,14.52,14.52,1,94.48,7,11.5,2557.0,0
0,0,21.52,21.52,1,86.24,5,13.2,1827.0,0
0,0,18.72,18.72,1,116.28,6,13.2,2557.0,0
13452,0,41.84,41.84,1,63.66,6,26.4,2192.0,0
0,1,4.86,4.86,2,176.11,3,10.392000000000001,1461.0,0
1078,0,17.66,17.66,1,117.31,5,16.0,2192.0,1
0,0,198.12,198.12,3,1.41,5,13.2,2166.0,1
300,0,29.5,29.5,1,134.15,6,14.3,2574.0,0
0,0,18.62,18.62,1,112.62,6,13.2,2192.0,0
0,0,19.88,19.88,1,177.26,8,13.2,3229.0,0
2731,0,17.22,17.22,2,123.75,6,10.392000000000001,2192.0,0
0,0,14.64,14.64,1,38.9,6,10.392000000000001,2192.0,0
0,0,21.66,21.66,1,101.31,4,20.785,1827.0,0
0,0,8.8,8.8,1,335.51,4,13.2,1827.0,0
2372,0,22.95,22.95,1,366.41,5,13.856,1827.0,0
806,0,40.0,40.0,1,105.16,3,30.0,1508.0,0
1423,0,15.12,15.12,1,98.45,4,13.2,1827.0,0
2951,0,0.12,0.12,1,363.8,4,33.0,1460.0,0
14647,0,3.04,3.04,1,538.76,4,18.336,1827.0,0
1883,0,0.9,0.9,1,387.19,6,20.0,2557.0,0
0,0,30.22,30.22,1,61.18,6,13.2,2192.0,0
431,1,21.48,21.48,2,24.28,4,10.392000000000001,1753.0,0
5762,1,6.96,6.96,2,842.73,4,41.42,1827.0,0
479030,1,6.92,6.92,2,315.46,5,10.392000000000001,2192.0,0
3293,1,21.92,21.92,3,154.41,4,15.0,1461.0,0
293995,1,0.0,0.0,2,78.02,3,15.001,1113.0,0
410,0,-0.56,-0.56,1,87.84,8,5.5,2896.0,0
0,0,18.62,18.62,2,127.26,7,13.2,2557.0,0
0,0,29.76,29.76,1,271.85,3,13.2,1461.0,0
369,0,23.1,23.1,1,58.18,4,12.5,1461.0,0
476,0,7.95,7.95,1,38.79,3,15.0,1496.0,0
2430,1,9.94,9.94,2,353.36,6,20.785,2557.0,0
761,0,54.28,54.28,1,135.71,7,43.45,2557.0,0
2854,0,20.12,20.12,1,237.55,5,13.8,1827.0,0
0,0,13.68,13.68,1,7.1,5,11.5,2192.0,0
2020,0,29.91,29.91,1,132.27,3,16.5,1096.0,0
0,0,24.52,24.52,1,142.2,6,13.2,2192.0,0
0,0,9.4,9.4,1,69.64,6,12.5,2557.0,0
4097,0,24.72,24.72,1,230.56,6,16.5,2677.0,0
138,0,-0.81,-0.81,1,16.1,7,3.3,2921.0,1
44654,0,48.21,48.21,1,32.66,4,26.6,1461.0,0
978,0,6.51,6.51,1,145.35,6,20.78,2557.0,0
0,1,3.78,3.78,3,181.7,4,30.0,1826.0,0
0,0,16.66,16.66,1,113.01,5,13.2,2133.0,0
1664,0,16.44,16.44,1,122.09,3,13.856,1461.0,0
0,0,25.7,25.7,1,234.63,5,13.856,1827.0,0
0,0,26.12,26.12,1,12.74,4,13.2,1827.0,0
546,0,39.6,39.6,1,110.75,5,19.8,1797.0,0
0,0,6.92,6.92,1,192.52,6,10.392000000000001,2557.0,0
431,1,-1.7,-1.7,2,78.51,6,6.6,2556.0,0
2976,0,19.79,19.79,1,386.21,6,15.0,2224.0,0
0,0,3.12,3.12,1,243.51,6,16.5,2557.0,0
14478,1,21.03,21.03,2,386.72,6,19.8,2557.0,0
1423,0,25.92,25.92,1,155.0,3,10.35,1095.0,0
2464,0,12.03,12.03,1,324.36,3,25.0,1461.0,1
1659,0,39.84,39.84,1,251.15,3,33.0,1096.0,0
0,0,27.14,27.14,1,248.14,3,13.2,1123.0,0
44999,0,10.72,10.72,1,676.85,4,64.0,1827.0,0
418,0,22.89,22.89,1,87.45,3,13.856,1552.0,0
2037,0,16.44,16.44,1,28.97,4,13.856,1500.0,0
1909,0,0.7,0.7,1,176.46,7,16.0,2922.0,0
1655,0,34.56,34.56,1,199.81,3,23.1,1461.0,0
23896,0,-8.82,-8.82,1,756.39,5,71.0,2188.0,0
0,0,34.68,34.68,1,54.37,3,13.856,1095.0,0
0,0,21.24,21.24,1,99.1,5,15.0,2192.0,0
11555,0,39.32,39.32,1,324.22,6,13.85,2437.0,0
4303,0,49.92,49.92,1,551.51,6,50.0,2227.0,0
795,0,21.75,21.75,1,73.79,3,13.164000000000001,1461.0,0
574,0,33.12,33.12,1,61.88,6,13.2,2191.0,0
6300,0,-341.22,-341.22,1,115.72,4,43.648,1416.0,1
0,0,11.42,11.42,1,173.02,10,13.2,4018.0,0
4286,0,1.05,1.05,1,537.17,11,16.5,4383.0,0
0,0,8.8,8.8,1,299.26,6,13.2,2557.0,0
2743,0,23.85,23.85,1,61.83,6,15.3,2557.0,0
640,0,21.72,21.72,1,62.31,4,13.15,1827.0,0
135,0,36.21,36.21,1,35.9,4,20.0,1461.0,0
3411,0,10.98,10.98,1,81.73,6,10.35,2556.0,0
4438,1,20.64,20.64,2,434.32,4,33.0,1827.0,0
0,0,2.8,2.8,1,193.0,4,10.392000000000001,1827.0,0
3888,0,29.76,29.76,1,157.06,7,13.2,2922.0,0
443297,0,24.51,24.51,1,390.05,3,23.1,1096.0,0
0,0,17.38,17.38,1,341.11,5,13.8,1827.0,0
8023,0,34.56,34.56,1,74.99,4,15.22,1461.0,0
0,0,9.92,9.92,1,20.86,6,13.2,2557.0,0
335,1,14.64,14.64,3,38.09,4,10.392000000000001,1461.0,0
24361,0,26.04,26.04,1,107.19,5,10.392000000000001,1826.0,0
0,0,19.48,19.48,1,0.0,4,13.856,1461.0,0
284,0,14.77,14.77,1,40.06,6,16.5,2557.0,0
0,0,3.7,3.7,1,205.96,3,13.856,1461.0,0
1403,0,14.57,14.57,1,58.37,7,10.35,2557.0,0
11028,0,43.32,43.32,1,52.85,5,17.320999999999998,2119.0,0
0,0,20.54,20.54,2,0.37,4,10.392000000000001,1827.0,0
603,0,25.61,25.61,1,17.93,4,10.392000000000001,1630.0,0
1778,0,59.88,59.88,1,264.57,4,40.0,1461.0,1
98925,0,16.92,16.92,1,0.0,5,10.392000000000001,2018.0,0
0,0,66.0,66.0,1,78.67,5,26.4,2192.0,1
3726,0,15.12,15.12,1,334.5,3,16.5,1096.0,0
1601,1,30.0,30.0,2,278.89,3,20.0,1461.0,1
6505,0,21.23,21.23,1,308.24,3,10.35,1096.0,0
0,0,17.82,17.82,1,73.96,4,15.0,1480.0,0
1124,0,30.26,30.26,1,45.95,6,20.785,2552.0,0
46348,0,-17.82,-17.82,1,1721.62,8,99.0,3287.0,0
0,0,24.42,24.42,1,29.84,3,13.2,1096.0,0
82136,0,32.88,32.88,1,0.0,4,13.14,1461.0,0
3090,0,3.72,3.72,1,509.04,3,22.0,1461.0,0
1212,0,19.42,19.42,1,65.8,6,12.5,2557.0,0
123017,0,-3.38,-3.38,1,1708.61,4,80.0,1427.0,0
197818,1,27.15,27.15,2,4.65,6,15.001,2192.0,0
0,0,23.4,23.4,1,42.04,4,20.785,1827.0,0
0,1,34.68,34.68,2,95.79,3,13.856,1461.0,1
800,0,17.73,17.73,1,92.62,6,19.8,2557.0,0
1208,0,15.64,15.64,1,87.26,12,15.001,4749.0,0
0,0,37.56,37.56,1,44.74,6,15.0,2557.0,0
2068,1,13.32,13.32,2,256.15,5,17.3,1827.0,0
724,0,25.06,25.06,1,53.94,6,17.2,2557.0,0
0,0,22.38,22.38,1,50.9,3,12.1,1096.0,0
0,0,14.64,14.64,1,62.43,5,10.392000000000001,1827.0,0
0,1,21.9,21.9,3,221.64,7,13.2,2557.0,0
21543,1,0.84,0.84,3,576.78,3,19.8,1461.0,1
474,0,74.16,74.16,1,76.57,6,29.7,2191.0,1
0,0,19.2,19.2,1,101.79,6,10.392000000000001,2192.0,0
0,0,12.36,12.36,1,113.7,5,10.392000000000001,2192.0,0
3659,0,79.2,79.2,1,70.48,4,19.8,1472.0,0
3305,1,25.92,25.92,2,120.87,6,10.35,2556.0,0
2361,0,6.6,6.6,1,308.75,5,19.8,2192.0,0
16963,1,24.62,24.62,2,734.14,6,27.6,2192.0,0
0,0,3.7,3.7,1,322.18,4,13.856,1827.0,0
885,0,19.96,19.96,1,114.4,3,16.0,1096.0,0
7504,1,24.78,24.78,2,507.41,6,39.6,2557.0,0
1439,0,0.8,0.8,1,207.57,4,18.41,1827.0,0
39088,0,-4.32,-4.32,1,759.8,6,41.5,2267.0,0
0,0,17.1,17.1,1,22.26,6,10.35,2549.0,1
4679,0,15.12,15.12,1,551.31,11,16.5,4018.0,0
660,0,10.08,10.08,1,42.4,5,10.39,2192.0,0
0,1,31.2,31.2,2,145.11,5,13.856,2192.0,1
0,0,21.64,21.64,1,40.97,5,10.392000000000001,2190.0,0
713,0,27.28,27.28,1,22.65,6,13.856,2557.0,0
7740,0,16.84,16.84,1,679.79,6,100.0,2557.0,0
22,0,28.6,28.6,1,1.67,3,13.856,1096.0,0
3843,0,34.38,34.38,1,183.87,5,27.6,1827.0,0
2283,0,13.32,13.32,1,210.02,2,12.5,1096.0,0
25126,0,-1.09,-1.09,1,719.25,11,47.53,4027.0,0
0,0,33.12,33.12,1,54.64,6,13.2,2557.0,0
1977,1,29.64,29.64,2,304.75,4,19.8,1827.0,0
1795,1,21.37,21.37,2,215.19,6,27.713,2192.0,0
4284,0,7.28,7.28,1,508.74,3,43.25,1488.0,0
498,0,21.09,21.09,1,21.07,4,10.392000000000001,1826.0,0
15220,0,-14.44,-14.44,1,1067.74,4,80.0,1826.0,0
0,0,9.4,9.4,1,28.37,4,12.5,1877.0,0
469898,1,-0.51,-0.51,2,168.79,6,25.0,2192.0,0
109899,0,11.09,11.09,1,684.21,4,23.1,1461.0,0
706,0,34.68,34.68,1,33.32,6,13.856,2557.0,0
0,0,27.88,27.88,1,95.44,4,15.0,1470.0,0
0,0,18.51,18.51,1,88.44,4,14.49,1827.0,0
8523,0,-1.04,-1.04,1,669.7,8,9.9,2879.0,0
0,1,27.95,27.95,4,414.81,3,10.392000000000001,1256.0,0
0,0,19.2,19.2,1,245.83,6,13.15,2192.0,0
122897,1,2.8,2.8,2,158.5,5,10.392000000000001,2192.0,0
1819,0,15.99,15.99,1,207.93,6,15.1,2192.0,1
1557,0,-1.04,-1.04,1,38.91,6,9.9,2224.0,0
0,0,10.08,10.08,1,67.98,5,10.392000000000001,2192.0,0
1354,0,16.84,16.84,2,40.96,5,10.35,1827.0,0
1408,0,27.33,27.33,1,70.92,6,23.0,2530.0,1
0,1,21.48,21.48,2,58.05,5,10.392000000000001,2013.0,0
9165,0,31.2,31.2,1,136.6,4,13.856,1382.0,1
1699,1,24.24,24.24,3,15.02,3,13.15,1313.0,0
2626,0,20.4,20.4,1,296.02,5,26.4,1827.0,0
59518,0,-8.7,-8.7,1,1011.35,6,70.0,2557.0,0
